WardCode,WARDNAME,Population,NumberOfCrimes,CrimeRatePer100kPeople,RatePercentile,RateRank,HighCrimeRate,TotalCrimes,AvgMonthly,TrendChange,TrendPct,TrendSlope,Months,FirstMonth,LastMonth,YoYCurrent,YoYPrior,YoYChange,AnnualizedCrimeRatePer100k,TotalHarm,HarmScorePer100k,RatingScore,RatingBand
N08000631,NEWTOWNSAVILLE,2977,41,472.1915638946207,0.05844155844155844,436,False,41,1.1714285714285715,0.0,0.0,0.0012231967022616932,35,2023-01,2025-11,1,3,-66.66666666666666,472.1915638946207,122,1405.0578242717982,28.8,Stable
N08000620,FINTONA,2553,104,1396.676179284875,0.49567099567099565,234,False,104,2.9714285714285715,-1.6973495234364797,-52.0,-0.03214760248008328,35,2023-01,2025-11,4,3,33.33333333333333,1396.676179284875,180,2417.3241564545915,41.1,Stable
N08000638,TEMPO,2878,51,607.564777126973,0.13852813852813853,399,False,51,1.457142857142857,-0.926569376882094,-80.0,-0.014988622273092693,35,2023-01,2025-11,1,0,,607.564777126973,82,976.8688573414078,24.6,Stable
N08000606,BROOKEBOROUGH,2579,59,784.3571705533707,0.22727272727272727,358,False,59,1.6857142857142857,-1.42173969238723,-78.57142857142857,-0.02346033411425833,35,2023-01,2025-11,0,1,-100.0,784.3571705533707,86,1143.3002825015235,25.8,Stable
N08000628,LISNASKEA,2645,209,2709.154739400486,0.7727272727272727,106,False,209,5.9714285714285715,-2.268431001890359,-48.648648648648646,-0.042572794713348495,35,2023-01,2025-11,1,5,-80.0,2709.154739400486,330,4277.612746421821,58.6,Watch
N08000626,LISBELLAW,3057,102,1143.9786905930182,0.3939393939393939,281,False,102,2.914285714285714,-1.8536691745720202,-89.47368421052632,-0.017134757075875817,35,2023-01,2025-11,1,1,0.0,1143.9786905930182,147,1648.6751717369973,41.1,Stable
N08000613,DONAGH,2527,44,596.9811747413647,0.13203463203463203,402,False,44,1.2571428571428571,-0.5276348766653476,-57.14285714285714,-0.010641375663838938,35,2023-01,2025-11,1,2,-50.0,596.9811747413647,66,895.471762112047,27.3,Stable
N08001007,BESSBROOK,5535,331,2050.3290747193187,0.670995670995671,153,False,331,9.457142857142857,-0.18066847335140013,-6.97674418604651,0.006477749184588009,35,2023-01,2025-11,11,6,83.33333333333334,2050.3290747193187,506,3134.33991482772,73.7,Elevated
N08000329,GARNERVILLE,4788,195,1396.3480128893664,0.4935064935064935,235,False,195,5.571428571428571,-0.9050403787245889,-43.33333333333332,-0.008424422400539153,35,2023-01,2025-11,7,4,75.0,1396.3480128893664,285,2040.816326530612,54.0,Stable
N08000351,STORMONT,5045,191,1298.031997734674,0.4588744588744589,251,False,191,5.457142857142857,-1.4535844070036341,-75.86206896551724,-0.015102175657180613,35,2023-01,2025-11,2,3,-33.33333333333333,1298.031997734674,290,1970.8339232620701,47.0,Stable
N08000347,SHANDON,5377,210,1339.0366375302215,0.4675324675324675,247,False,210,6.0,-0.5579319323042591,-36.00000000000001,-0.02609933688930288,35,2023-01,2025-11,4,5,-20.0,1339.0366375302215,286,1823.640373017349,41.4,Stable
N08000330,GILNAHIRK,5155,113,751.5588194540668,0.21428571428571427,364,False,113,3.2285714285714286,-1.0345942450695118,-76.19047619047619,-0.01738813857259683,35,2023-01,2025-11,2,3,-33.33333333333333,751.5588194540668,185,1230.4281557433837,28.4,Stable
N08000222,KILLYCOMAIN,5247,1144,7475.2920035938905,0.9805194805194806,10,True,1144,32.68571428571428,-4.637570675306525,-43.452380952380956,-0.05867031394223401,35,2023-01,2025-11,38,24,58.333333333333336,7475.2920035938905,1382,9030.466388956955,71.0,Elevated
N08000604,BERAGH,2912,46,541.6012558869702,0.09307359307359307,420,False,46,1.3142857142857143,-0.34340659340659335,-50.0,-0.00615630867731708,35,2023-01,2025-11,2,0,,541.6012558869702,46,541.6012558869702,27.4,Stable
N08000632,OWENKILLEW,2698,70,889.5478131949592,0.26406926406926406,341,False,70,2.0,-0.7412898443291331,-33.33333333333335,-0.012977763381112251,35,2023-01,2025-11,0,4,-100.0,889.5478131949592,182,2312.8243143068944,34.6,Stable
N08000615,DRUMNAKILLY,3184,38,409.18880114860013,0.0367965367965368,446,False,38,1.0857142857142856,-0.9422110552763819,-100.0,-0.018826626127838066,35,2023-01,2025-11,0,0,,409.18880114860013,65,699.9282124910266,15.1,Stable
N08000617,EDERNEY and KESH,2774,150,1853.9499433515298,0.6298701298701299,172,False,150,4.285714285714286,-1.2016342225426582,-52.63157894736843,-0.023830729119333382,35,2023-01,2025-11,4,4,0.0,1853.9499433515298,222,2743.8459161602636,53.6,Stable
N08000614,DROMORE,2784,80,985.2216748768473,0.3008658008658009,324,False,80,2.2857142857142856,0.0,0.0,0.015897163463086394,35,2023-01,2025-11,2,3,-33.33333333333333,985.2216748768473,98,1206.8965517241377,49.8,Stable
N08000350,STEWARTSTOWN,4579,355,2658.097525972608,0.7619047619047619,111,False,355,10.142857142857142,-1.819902453228507,-43.859649122807014,-0.01914720900371504,35,2023-01,2025-11,11,6,83.33333333333334,2658.097525972608,521,3901.0389043147293,65.6,Watch
N08000610,DERGMONEY,2587,337,4466.287481362859,0.9112554112554112,42,True,337,9.628571428571428,-1.6750418760469001,-27.65957446808509,-0.05554599110614477,35,2023-01,2025-11,12,5,140.0,4466.287481362859,427,5659.064553536915,66.5,Watch
N08000607,CAMOWEN,3213,300,3201.280512204882,0.8246753246753247,82,True,300,8.571428571428571,-1.2449424214130085,-30.76923076923074,-0.0254568058160083,35,2023-01,2025-11,8,7,14.285714285714285,3201.280512204882,435,4641.8567426970785,66.7,Watch
N08000640,TRILLICK,2552,42,564.2633228840125,0.10822510822510822,413,False,42,1.2,-0.2612330198537095,-33.33333333333333,0.0008780941843822154,35,2023-01,2025-11,2,0,,564.2633228840125,55,738.9162561576355,31.9,Stable
N08000601,BALLINAMALLARD,2947,129,1500.7998448785688,0.525974025974026,220,False,129,3.6857142857142855,-0.33932813030200215,-25.000000000000007,-0.021101077010376595,35,2023-01,2025-11,1,1,0.0,1500.7998448785688,178,2070.8711037859325,48.1,Stable
N08000630,NEWTOWNBUTLER,2567,89,1188.713896154488,0.42424242424242425,267,False,89,2.5428571428571427,1.0388261264770808,133.33333333333331,0.038955979742890535,35,2023-01,2025-11,1,3,-66.66666666666666,1188.713896154488,106,1415.7716066559074,59.5,Watch
N08000624,IRVINESTOWN,3387,257,2601.543717575604,0.7532467532467533,115,False,257,7.3428571428571425,-3.0508808188170455,-70.45454545454545,-0.0377121619241142,35,2023-01,2025-11,4,9,-55.55555555555556,2601.543717575604,329,3330.3808680248007,58.2,Watch
N08000627,LISNARRICK,3356,157,1603.9502809467053,0.564935064935065,202,False,157,4.485714285714286,-1.3905442987683747,-63.636363636363626,-0.017945199533925604,35,2023-01,2025-11,1,6,-83.33333333333334,1603.9502809467053,184,1879.7888642942278,52.5,Stable
N08000608,CASTLECOOLE,3203,158,1691.2715757548726,0.5887445887445888,191,False,158,4.514285714285714,-1.248829222603809,-57.14285714285714,-0.04127782864628835,35,2023-01,2025-11,2,4,-50.0,1691.2715757548726,203,2172.9628473306275,46.1,Stable
N08000633,PORTORA,3185,521,5608.432383942588,0.9523809523809523,23,True,521,14.885714285714286,-4.500261643118785,-62.318840579710134,-0.11740960120311854,35,2023-01,2025-11,10,7,42.857142857142854,5608.432383942588,677,7287.732675487778,67.3,Watch
N08000618,ERNE,3054,377,4232.3884367106375,0.8917748917748918,51,True,377,10.771428571428572,-3.0561012879284,-59.57446808510639,-0.07089934860650213,35,2023-01,2025-11,6,11,-45.45454545454545,4232.3884367106375,467,5242.77294414819,64.1,Watch
N08000331,HILLFOOT,4582,118,882.9581592567188,0.2554112554112554,345,False,118,3.3714285714285714,0.0,0.0,-0.005501982547711347,35,2023-01,2025-11,3,1,200.0,882.9581592567188,136,1017.6466920246929,39.2,Stable
N08000437,TORR HEAD and RATHLIN,3597,78,743.4767067794592,0.2077922077922078,367,False,78,2.2285714285714286,-0.5560189046427577,-54.54545454545453,-0.02959204254401231,35,2023-01,2025-11,3,2,50.0,743.4767067794592,100,953.1752651018705,21.8,Stable
