Month,Longitude,Latitude,Location,Crime type
2025-11,-5.919233,54.659638,On or near Merville Garden Village,other-theft
2025-11,-5.917791,54.654492,On or near Longwood Road,shoplifting
2025-11,-5.916331,54.652445,On or near Shore Road,shoplifting
2025-11,-5.923018,54.661087,On or near Camross Park,shoplifting
2025-11,-5.919676,54.654902,On or near Longwood Road,shoplifting
2025-11,-5.92411,54.658815,On or near Glenmount Road,shoplifting
2025-11,-5.925555,54.653574,On or near ,violent-crime
2025-11,-5.912615,54.655697,On or near Merville Garden Village,violent-crime
2025-11,-5.922834,54.661659,On or near Camross Park,violent-crime
2025-11,-5.923018,54.661087,On or near Camross Park,violent-crime
2025-11,-5.930355,54.655175,On or near Longlands Road,violent-crime
2025-11,-5.921936,54.653737,On or near Old Mill Drive,violent-crime
2025-11,-5.934838,54.656617,On or near Throne Terrace,violent-crime
2025-11,-5.938075,54.660015,On or near ,violent-crime
2025-11,-5.918318,54.65752,On or near Merville Garden Village,violent-crime
2025-11,-5.917791,54.654492,On or near Longwood Road,violent-crime
2025-11,-5.927178,54.65335,On or near Arthur Crescent,other-crime
2025-11,-5.907537,54.660425,On or near Whitehouse Court,anti-social-behaviour
2025-11,-5.906213,54.664482,On or near ,anti-social-behaviour
2025-11,-5.912931,54.659215,On or near Rathcoole Close,anti-social-behaviour
2025-11,-5.908908,54.661195,On or near Doagh Road,criminal-damage-arson
2025-11,-5.907423,54.667171,On or near Woodland Close,other-theft
2025-11,-5.907581,54.659878,On or near Martin Park,shoplifting
2025-11,-5.913253,54.660191,On or near Ardlea Crescent,violent-crime
2025-11,-5.90192,54.671371,On or near Cambrai Drive,violent-crime
2025-11,-5.90689,54.66337,On or near ,violent-crime
2025-11,-5.899784,54.67252,On or near Abbeyville Street,violent-crime
2025-11,-5.907537,54.660425,On or near Whitehouse Court,violent-crime
2025-11,-5.90689,54.66337,On or near ,other-crime
2025-11,-6.351364,54.488232,On or near Annesborough Road,anti-social-behaviour
2025-11,-6.28758,54.482008,On or near ,anti-social-behaviour
2025-11,-6.326,54.477506,On or near Inglewood,criminal-damage-arson
2025-11,-6.361237,54.484071,On or near Lough Road Lower,drugs
2025-11,-6.352811,54.481801,On or near Turmoyra Court,shoplifting
2025-11,-6.331533,54.478777,On or near Fox's Hill,vehicle-crime
2025-11,-6.318291,54.537874,On or near Grants Lane,violent-crime
2025-11,-6.289924,54.511241,On or near Parknasilla Way,violent-crime
2025-11,-6.320541,54.475184,On or near North Circular Road,violent-crime
2025-11,-6.352811,54.481801,On or near Turmoyra Court,other-crime
2025-11,-6.456408,54.418229,On or near Glandore Gardens,anti-social-behaviour
2025-11,-6.463514,54.424313,On or near Drumcarn Gardens,anti-social-behaviour
2025-11,-6.466256,54.423916,On or near Corcrain Drive,anti-social-behaviour
2025-11,-6.46079,54.421762,On or near Ardmore Crescent,anti-social-behaviour
2025-11,-6.459441,54.41294,On or near Crawford Park,drugs
2025-11,-6.456367,54.417699,On or near Glandore Gardens,possession-of-weapons
2025-11,-6.468492,54.423028,On or near Baltylum Meadows,violent-crime
2025-11,-6.468016,54.42339,On or near Baltylum Meadows,violent-crime
2025-11,-6.463146,54.423841,On or near Drumcarn Gardens,violent-crime
2025-11,-6.462087,54.412624,On or near Hobson Park,violent-crime
2025-11,-6.461756,54.4227,On or near Hartfield Square,violent-crime
2025-11,-6.459441,54.41294,On or near Crawford Park,other-crime
2025-11,-6.276779,54.335889,On or near Bannview Mews,anti-social-behaviour
2025-11,-6.277996,54.331405,On or near ,anti-social-behaviour
2025-11,-6.257406,54.354056,On or near Willow Grove,anti-social-behaviour
2025-11,-6.276452,54.336351,On or near Bannview Mews,burglary
2025-11,-6.277996,54.331405,On or near ,criminal-damage-arson
2025-11,-6.277996,54.331405,On or near ,drugs
2025-11,-6.277996,54.331405,On or near ,other-theft
2025-11,-6.180284,54.353259,On or near Pedens Road,other-theft
2025-11,-6.256791,54.345341,On or near Chinauley Park,possession-of-weapons
2025-11,-6.277996,54.331405,On or near ,shoplifting
2025-11,-6.276779,54.335889,On or near Bannview Mews,shoplifting
2025-11,-6.273802,54.32988,On or near ,shoplifting
2025-11,-6.249655,54.346433,On or near The Tudors,violent-crime
2025-11,-6.267816,54.344278,On or near Maryville Park,violent-crime
2025-11,-6.276452,54.336351,On or near Bannview Mews,violent-crime
2025-11,-6.267073,54.344016,On or near Belmont View,violent-crime
2025-11,-6.271323,54.341696,On or near Edenvale Avenue,violent-crime
2025-11,-6.253154,54.345145,On or near Chinauley Park,violent-crime
2025-11,-6.231232,54.346398,On or near Lisnaree Road,other-crime
2025-11,-6.277996,54.331405,On or near ,other-crime
2025-11,-6.265433,54.353372,On or near Mountview Park,anti-social-behaviour
2025-11,-6.292196,54.376036,On or near Hillside Crescent,anti-social-behaviour
2025-11,-6.269751,54.358969,On or near Bannview Heights,anti-social-behaviour
2025-11,-6.267694,54.354115,On or near Churchview Drive,anti-social-behaviour
2025-11,-6.271688,54.355699,On or near ,anti-social-behaviour
2025-11,-6.256517,54.360513,On or near The Rowans,anti-social-behaviour
2025-11,-6.2676,54.372793,On or near Seapatrick Road,anti-social-behaviour
2025-11,-6.272963,54.366023,On or near Dickson Park,criminal-damage-arson
2025-11,-6.278184,54.364795,On or near Bodell Place,criminal-damage-arson
2025-11,-6.276509,54.365104,On or near Hayes Park,criminal-damage-arson
2025-11,-6.275075,54.357482,On or near Weavers Meadow,drugs
2025-11,-6.280994,54.37046,On or near Lurgan Road,violent-crime
2025-11,-6.279589,54.366513,On or near Meadowbank,violent-crime
2025-11,-6.267694,54.354115,On or near Churchview Drive,violent-crime
2025-11,-6.292196,54.376036,On or near Hillside Crescent,violent-crime
2025-11,-6.267193,54.34701,On or near Rathfriland Street,anti-social-behaviour
2025-11,-6.269502,54.346243,On or near Townsend Street,anti-social-behaviour
2025-11,-6.271575,54.346677,On or near Old Kenlis Street,anti-social-behaviour
2025-11,-6.26842,54.347836,On or near Townsend Street,anti-social-behaviour
2025-11,-6.278284,54.342173,On or near Cline Road,anti-social-behaviour
2025-11,-6.27512,54.344293,On or near Forthill Green,anti-social-behaviour
2025-11,-6.268541,54.350811,On or near Bridge Street,anti-social-behaviour
2025-11,-6.27521,54.343234,On or near Fort Street,anti-social-behaviour
2025-11,-6.270978,54.347702,On or near The Cut,anti-social-behaviour
2025-11,-6.270588,54.347849,On or near Newry Street,burglary
2025-11,-6.279702,54.34284,On or near Highfield Gardens,burglary
2025-11,-6.282561,54.340661,On or near Thornhill,burglary
2025-11,-6.270588,54.347849,On or near Newry Street,criminal-damage-arson
2025-11,-6.280513,54.344037,On or near Hillhead Walk,criminal-damage-arson
2025-11,-6.267193,54.34701,On or near Rathfriland Street,drugs
2025-11,-6.271575,54.346677,On or near Old Kenlis Street,other-theft
2025-11,-6.268694,54.350832,On or near Bridge Street,other-theft
2025-11,-6.273731,54.34368,On or near Newry Road,shoplifting
2025-11,-6.270588,54.347849,On or near Newry Street,shoplifting
2025-11,-6.267193,54.34701,On or near Rathfriland Street,shoplifting
2025-11,-6.271575,54.346677,On or near Old Kenlis Street,shoplifting
2025-11,-6.271275,54.349054,On or near Downshire Place,shoplifting
2025-11,-6.277566,54.341686,On or near Fort Street,vehicle-crime
2025-11,-6.270588,54.347849,On or near Newry Street,violent-crime
2025-11,-6.286841,54.33941,On or near Pinley Meadow,violent-crime
2025-11,-6.271575,54.346677,On or near Old Kenlis Street,violent-crime
2025-11,-6.270238,54.344088,On or near Ashgrove Avenue,violent-crime
2025-11,-6.284244,54.333471,On or near Tullyear Avenue,violent-crime
2025-11,-6.268005,54.346356,On or near Kenlis Court,violent-crime
2025-11,-6.270978,54.347702,On or near The Cut,violent-crime
2025-11,-6.272467,54.350347,On or near Victoria Street,violent-crime
2025-11,-6.280513,54.344037,On or near Hillhead Walk,violent-crime
2025-11,-6.26995,54.348747,On or near Rathfriland Street,other-crime
2025-11,-6.271575,54.346677,On or near Old Kenlis Street,other-crime
2025-11,-6.27476,54.350308,On or near Scarva Walk,anti-social-behaviour
2025-11,-6.279462,54.350788,On or near Windyridge,anti-social-behaviour
2025-11,-6.278814,54.35378,On or near Iveagh Park,anti-social-behaviour
2025-11,-6.277395,54.3557,On or near ,anti-social-behaviour
2025-11,-6.280664,54.347777,On or near Crozier Mews,anti-social-behaviour
2025-11,-6.274417,54.349701,On or near Scarva Street,anti-social-behaviour
2025-11,-6.280703,54.352378,On or near Brookfield Avenue,anti-social-behaviour
2025-11,-6.274676,54.350127,On or near Scarva Walk,anti-social-behaviour
2025-11,-6.288648,54.348861,On or near Limewood,anti-social-behaviour
2025-11,-6.279474,54.351606,On or near Brookfield Avenue,anti-social-behaviour
2025-11,-6.275248,54.35115,On or near Reilly Park,anti-social-behaviour
2025-11,-6.276745,54.349554,On or near Edenderry Terrace,anti-social-behaviour
2025-11,-6.276241,54.350931,On or near Reilly Park,anti-social-behaviour
2025-11,-6.283512,54.350666,On or near Edenderry Park,anti-social-behaviour
2025-11,-6.277395,54.3557,On or near ,criminal-damage-arson
2025-11,-6.27476,54.350308,On or near Scarva Walk,criminal-damage-arson
2025-11,-6.276745,54.349554,On or near Edenderry Terrace,criminal-damage-arson
2025-11,-6.287203,54.344762,On or near Hawthorne Hill,criminal-damage-arson
2025-11,-6.282285,54.354269,On or near Brookdale,criminal-damage-arson
2025-11,-6.274417,54.349701,On or near Scarva Street,criminal-damage-arson
2025-11,-6.282285,54.354269,On or near Brookdale,drugs
2025-11,-6.274676,54.350127,On or near Scarva Walk,drugs
2025-11,-6.27954,54.350385,On or near Windyridge,other-theft
2025-11,-6.288456,54.339415,On or near Harberton Park,other-theft
2025-11,-6.27954,54.350385,On or near Windyridge,shoplifting
2025-11,-6.274417,54.349701,On or near Scarva Street,shoplifting
2025-11,-6.285629,54.351163,On or near ,shoplifting
2025-11,-6.276745,54.349554,On or near Edenderry Terrace,vehicle-crime
2025-11,-6.274676,54.350127,On or near Scarva Walk,violent-crime
2025-11,-6.27476,54.350308,On or near Scarva Walk,violent-crime
2025-11,-6.274417,54.349701,On or near Scarva Street,violent-crime
2025-11,-6.276745,54.349554,On or near Edenderry Terrace,violent-crime
2025-11,-6.276153,54.352673,On or near Iveagh Drive,violent-crime
2025-11,-6.273393,54.352462,On or near Edendell,violent-crime
2025-11,-6.286479,54.351445,On or near Beechwood,violent-crime
2025-11,-6.274417,54.349701,On or near Scarva Street,other-crime
2025-11,-6.273393,54.352462,On or near Edendell,other-crime
2025-11,-6.743491,54.411505,On or near ,anti-social-behaviour
2025-11,-6.684284,54.411027,On or near Lisbofin Road,violent-crime
2025-11,-6.699505,54.414821,On or near Athboy Lane,violent-crime
2025-11,-6.667214,54.369854,On or near ,violent-crime
2025-11,-6.666624,54.408929,On or near Moy Road,violent-crime
2025-11,-6.388293,54.416046,On or near Bleary Road,violent-crime
2025-11,-6.352743,54.423221,On or near Beech Close,violent-crime
2025-11,-6.398677,54.409688,On or near Chasewood Manor,violent-crime
2025-11,-6.384612,54.409752,On or near Knocknamuckly Road,violent-crime
2025-11,-6.346808,54.425215,On or near Markville,other-crime
2025-11,-6.374695,54.445512,On or near Drumgor Heights,anti-social-behaviour
2025-11,-6.35401,54.446193,On or near Ardowen,anti-social-behaviour
2025-11,-6.355611,54.447006,On or near Ardowen,anti-social-behaviour
2025-11,-6.37828,54.447249,On or near Enniskeen,anti-social-behaviour
2025-11,-6.35424,54.450051,On or near Drumbeg,anti-social-behaviour
2025-11,-6.355676,54.450789,On or near Drumbeg,anti-social-behaviour
2025-11,-6.365067,54.437206,On or near ,anti-social-behaviour
2025-11,-6.369371,54.451451,On or near Rowan Manor,anti-social-behaviour
2025-11,-6.355032,54.448777,On or near Drumbeg,criminal-damage-arson
2025-11,-6.354986,54.450295,On or near Drumbeg,criminal-damage-arson
2025-11,-6.371182,54.448942,On or near Legahory Centre,criminal-damage-arson
2025-11,-6.366732,54.445701,On or near Hillcrest Manor,criminal-damage-arson
2025-11,-6.37248,54.444216,On or near Clonmeen,criminal-damage-arson
2025-11,-6.35424,54.450051,On or near Drumbeg,drugs
2025-11,-6.366023,54.442215,On or near Drumellan Gardens,drugs
2025-11,-6.366509,54.454036,On or near Pinebank,drugs
2025-11,-6.366509,54.454036,On or near Pinebank,other-theft
2025-11,-6.365067,54.437206,On or near ,possession-of-weapons
2025-11,-6.37828,54.447249,On or near Enniskeen,violent-crime
2025-11,-6.378462,54.446138,On or near Enniskeen,violent-crime
2025-11,-6.35424,54.450051,On or near Drumbeg,violent-crime
2025-11,-6.36561,54.444859,On or near Hillcrest Manor,violent-crime
2025-11,-6.366753,54.451757,On or near Drumglass,violent-crime
2025-11,-6.357431,54.452781,On or near Meadowbrook,violent-crime
2025-11,-6.366732,54.445701,On or near Hillcrest Manor,violent-crime
2025-11,-6.362678,54.436051,On or near Garrymore,violent-crime
2025-11,-6.361278,54.435987,On or near Garrymore,violent-crime
2025-11,-6.365067,54.437206,On or near ,violent-crime
2025-11,-6.37118,54.439292,On or near Rosmoyle,violent-crime
2025-11,-6.36542,54.441497,On or near Drumellan Gardens,violent-crime
2025-11,-6.362349,54.439281,On or near Clanrolla Park,violent-crime
2025-11,-6.35275,54.445323,On or near Ardowen,violent-crime
2025-11,-6.355949,54.446283,On or near Ardowen,violent-crime
2025-11,-6.374335,54.445247,On or near Drumgor Heights,violent-crime
2025-11,-6.668715,54.354364,On or near Desart Lane Gardens,anti-social-behaviour
2025-11,-6.658863,54.348001,On or near ,anti-social-behaviour
2025-11,-6.648724,54.364518,On or near Drumman Park,anti-social-behaviour
2025-11,-6.668818,54.355452,On or near Glen Court,anti-social-behaviour
2025-11,-6.674368,54.352198,On or near Legar Hill Park,anti-social-behaviour
2025-11,-6.655919,54.351032,On or near Dawson Street,anti-social-behaviour
2025-11,-6.675379,54.352326,On or near Legar Hill Park,anti-social-behaviour
2025-11,-6.66509,54.351377,On or near Glen Macha,burglary
2025-11,-6.650776,54.36482,On or near Drumsill Park,criminal-damage-arson
2025-11,-6.661514,54.357285,On or near Abbey Park,shoplifting
2025-11,-6.655919,54.351032,On or near Dawson Street,violent-crime
2025-11,-6.65572,54.351012,On or near Upper English Street,violent-crime
2025-11,-6.65797,54.358404,On or near ,violent-crime
2025-11,-6.67363,54.350761,On or near Callan Bridge Park,violent-crime
2025-11,-6.666426,54.345246,On or near Killylea Road,violent-crime
2025-11,-6.659934,54.360456,On or near Drumbreda Avenue,violent-crime
2025-11,-6.668715,54.354364,On or near Desart Lane Gardens,violent-crime
2025-11,-6.668715,54.354364,On or near Desart Lane Gardens,other-crime
2025-11,-6.447324,54.424609,On or near Park Road,anti-social-behaviour
2025-11,-6.449266,54.433151,On or near Churchill Park,anti-social-behaviour
2025-11,-6.44935,54.424832,On or near Parkside,anti-social-behaviour
2025-11,-6.458011,54.428052,On or near ,anti-social-behaviour
2025-11,-6.456658,54.430433,On or near Garvaghy Close,anti-social-behaviour
2025-11,-6.454381,54.426667,On or near ,anti-social-behaviour
2025-11,-6.449802,54.432834,On or near Churchill Park,anti-social-behaviour
2025-11,-6.452809,54.436485,On or near Ashgrove Manor,anti-social-behaviour
2025-11,-6.45758,54.435027,On or near Drumcree Road,anti-social-behaviour
2025-11,-6.445301,54.430431,On or near Woodside Green,anti-social-behaviour
2025-11,-6.459324,54.434133,On or near Andre Drive,burglary
2025-11,-6.456519,54.435768,On or near Ballyoran Park,criminal-damage-arson
2025-11,-6.457163,54.430934,On or near Garvaghy Park,drugs
2025-11,-6.452902,54.431958,On or near Garvaghy Gardens,drugs
2025-11,-6.457163,54.430934,On or near Garvaghy Park,possession-of-weapons
2025-11,-6.452809,54.436485,On or near Ashgrove Manor,violent-crime
2025-11,-6.452902,54.431958,On or near Garvaghy Gardens,violent-crime
2025-11,-6.456479,54.430683,On or near Garvaghy Close,violent-crime
2025-11,-6.458189,54.428647,On or near ,violent-crime
2025-11,-6.398671,54.442239,On or near Mandeville Manor,anti-social-behaviour
2025-11,-6.391973,54.443614,On or near Parkmore,anti-social-behaviour
2025-11,-6.391034,54.449486,On or near ,anti-social-behaviour
2025-11,-6.388933,54.443322,On or near Parkmore,anti-social-behaviour
2025-11,-6.41343,54.438876,On or near Kernan Hill Manor,anti-social-behaviour
2025-11,-6.418026,54.441182,On or near Kernan Crescent,anti-social-behaviour
2025-11,-6.414831,54.439721,On or near ,anti-social-behaviour
2025-11,-6.395546,54.446078,On or near Twinem Court,anti-social-behaviour
2025-11,-6.396922,54.447552,On or near Highfield Park,anti-social-behaviour
2025-11,-6.414831,54.439721,On or near ,criminal-damage-arson
2025-11,-6.390876,54.444471,On or near Parkmore,criminal-damage-arson
2025-11,-6.388545,54.443389,On or near Parkmore,criminal-damage-arson
